sample_id,label
0af8ee2f-ff26-444a-972f-129ea03a3bda,collision
aefdf2a2-7d56-4b66-a19b-47dba999f8f8,collision
7618afa0-b5d1-43b2-bd64-fc5d91867795,collision
c6f0fbec-3c5e-4a46-b360-8d5d1ad43da6,collision
df3dbbee-407c-4bc5-acc6-2b68fa5667d8,collision
6c8ab9fc-593c-4a19-b7f2-fa23c483a77a,collision
688feba8-b1d4-4f07-bb75-7f97ab7c1651,collision
b2d8eb57-b999-46c4-90b8-e9ddcf21cfc5,collision
0db6ef85-819b-4ee5-9f5d-af83d42410b6,normal
c4b14293-dc60-43af-83cc-c28bc17b549e,normal
9d493a3f-bd54-4c5d-af95-ad1ac4d789d7,normal
800ec379-dbef-4735-b33d-504730ac3897,normal
613c3f78-5722-47eb-8349-6cf7ecaf6365,normal
01fb46f8-2dc1-4bd3-a823-252a87c3bd03,normal
b4533ff1-6884-42dc-b5bd-1e930837b0aa,normal
7d507ff3-4816-4472-a28a-9bd9aa8b7080,normal
6e1fb1f2-b56d-477b-9efc-807da693dd72,normal
36a55571-90ac-4d6c-9d79-2bb19b7d1019,normal
d762c973-f423-46f7-9fbf-b7f5c59a878b,normal
583577db-c595-4673-9173-0edc36307c29,normal
d9e94200-5177-4ff3-8523-c38f26b3d471,normal
ea73e5a0-6dc6-4859-aa1c-47d55b58ba0e,normal
e65371db-b7a7-46f9-b821-8c039efd86cc,normal
d9afd789-4b11-4948-9fd2-3b07484c3d55,normal
2fa33021-008c-451c-a537-f38473b7420d,normal
04b5bd42-7874-4726-b8be-a36b929b280b,normal
bb022850-6527-49f6-9446-577ad38c4c72,normal
938a37c4-e970-44f1-acc2-e552d13fa42f,normal
215d8bab-d5cb-4000-b94c-e0651b2133bd,normal
8199f73f-2932-4039-9292-e8b6e998f24a,normal
45e2232e-d7d9-4d7e-a12a-f4ea548d683f,normal
f483fce4-c9b4-43b4-985f-86ac308bc87b,normal
f325136d-fa48-4418-8294-3df1f6692963,normal
63b889c2-77a1-4984-b406-66ad828227dd,normal
a193dbac-578e-416f-b7e4-8dc9c508f2a7,normal
52fe2b65-3e35-48a7-8a12-b5511f029501,normal
b5d95903-41fc-4d4a-9da7-0da747c1533f,normal
9bc68206-1413-40df-85a8-44f77680e800,normal
3c41c5d4-f414-4504-9609-a7963a14cbb1,normal
0db20af7-0ac3-479c-be4b-6aef2cc09826,normal
ff0fa9b3-0755-4f81-9a92-6ecb4093230c,normal
54b19aa0-9195-464c-bebe-34ca4ce6cf23,normal
1b9829f3-b94f-46e5-a91a-181319143fbd,normal
52f679ea-9acb-4c9f-85cb-6451fcf92429,normal
5e8615a4-8c86-4370-b92d-539a4f6ec570,normal
6c1ce9cf-c9bb-481e-b098-00686c77308b,normal
c608aa06-3a6e-4abe-bf57-42e3b3680671,normal
bef92039-2b45-4c16-ba88-cde9af5be83d,normal
3dde590e-8b2f-4018-928a-16a20c71edf1,normal
09ec5f41-1daf-4cfe-afce-5f2934cf9529,normal
35dc5d28-a337-45cc-99f3-7ae6c3fc748d,normal
207e6443-405d-4ee7-b7d4-1f3db8cf8152,normal
e626c84f-122b-463d-ba8d-b2724894c2f4,normal
107f702e-a5ce-4978-9e36-951102d5b16a,normal
1c3357bb-2293-4f83-b14c-0a1f3eb76a91,normal
30301e4a-5cba-4d17-a605-f4940d5f7020,normal
ba41b6d6-8f74-40d7-b79d-ed63346b03da,normal
1c5f4a3c-09c4-45af-b701-b2632f18b1f3,normal
eea29b5a-fe53-43ef-b7d8-624776eb0d9d,normal
148d1d5e-1538-4e98-baa8-63ef1eda7faf,normal
74df59d1-0d11-43d4-b419-d2dc3a03c42e,normal
82c60e99-be0a-47e8-9e42-c8d164c56be9,normal
5e09c5c2-fefc-4d41-ba30-d73a7330ecd6,normal
18a8dbab-b7b1-4428-9d12-4fe42d700038,normal
3615160f-e4b0-439e-b662-f7d7d973d292,normal
f329a3d7-00b5-4fc1-85f6-47e70769d7ff,normal
cd524092-4149-402c-859c-a7cbeebca50d,normal
23e0143d-86ac-48ca-a340-ef903373d0e3,normal
998a3ca9-1731-4aca-a855-62532f038256,normal
546f2dbd-8a47-4a02-bc74-69b4c792d414,normal
2be4f32a-138f-4889-93b4-9ae8d18e49d4,normal
676cf5f5-d070-4b86-ab75-42d04554f8dc,normal
55a2b6e6-37ab-4de8-939f-b1518379fdb9,normal
96562b16-685b-456c-aaed-6e19ade73aa9,normal
76866c34-1ba3-4c8f-9682-fb1dff2f88dc,normal
96906b8d-f635-44cf-a14c-6a7878377011,normal
f85ee58d-1398-462b-bce1-bf3c0e69a075,normal
45ebd0d7-1bd4-4328-af8f-c3cd6e2b93d4,normal
34be7d44-3466-414c-8d38-a3c67eefef0d,normal
e10270f8-fd8c-4039-b6a4-f9f3c6493804,normal
39a9b7df-645f-4d08-bfec-3640fd8474b3,normal
a6fa945c-628b-49d4-8ade-1728e3e0f971,normal
b50d2a90-d7c5-4373-b78b-2194b9e7014c,normal
0f4411f8-7859-45ac-8fd0-ae78195ac972,normal
240ecb5d-29ce-4596-b52f-c530a47ae96b,normal
aec3cb00-4355-4d3e-95fa-f88acbfeaf6e,normal
82cc13bc-b533-46c3-a12c-561abd7bb4fa,normal
b92ba1de-d3d3-491d-bce0-7eceea692c39,normal
886b46d3-babd-48ac-b964-55e2d2b1a6d3,normal
5fc33d30-5487-43c0-86c4-a9e6a8779a0f,normal
69dd17ad-1146-47b1-a945-86d433918d68,normal
7754883e-22f4-47ae-97e7-b4fe451ba546,normal
e0699d2b-e9eb-447d-aa31-f86358e22df8,normal
5ddbff1f-f133-4179-8543-68b7cd07712d,normal
1fcf4958-e4a2-496b-bca3-77336ee3e9d9,normal
271a3614-6eee-4278-a987-bc61f9060b29,normal
dd6852a4-eb85-4ad2-8413-1960632ebdb3,normal
53eaa596-be5a-46b0-af48-7f22e095778d,normal
3fbc7354-3a00-4341-b92c-d0d6e0d2ff92,normal
6e13195d-9489-4f3d-81d9-d5e20efbbffc,normal
06e22d96-5314-4c39-9c12-c76dd01abd64,normal
6ee55660-516e-4d39-8356-d2cfc7e175f6,normal
fcc5765f-4e39-4f2c-9d77-c6e65c953717,normal
a9da81b1-188b-4b44-a08c-b6a7af928f92,normal
97d0af14-0379-4212-b1c8-3e43b98b2b58,normal
df011869-15b9-44c6-a63e-394d9833693d,normal
0143cf13-fd51-44fd-8dd4-c2c92f5db7bd,normal
5f5edd70-3072-434a-ac21-9d714f7832b3,normal
fa5b131b-148d-4396-a1f8-7002dd07ca7b,normal
428b12c5-b812-4685-9f70-501e904e49e7,normal
15f5565c-aa2f-4183-9607-d014e956360e,normal
624d5d2a-2f91-41c4-a096-1da55a6b2b00,normal
228f6e9b-7424-47b3-8691-7ec022fe0373,normal
4e3801e5-f117-4ae0-aa0a-f941e3c224db,normal
df397727-8cd9-41d9-b284-b8d0eb35415c,normal
3229b08e-65fd-4baa-b7e3-d1ccaaaa2d3b,normal
03f4bf62-6f49-4c9f-a717-fef8cfc65cd4,normal
a91c48b5-b9ae-44db-b7d6-27f5d1bbdb2b,normal
598787c2-7f36-4367-a9db-c358de13be64,normal
35ccdd3c-7d50-4815-b96b-5c0d2f9c97e3,normal
ba555692-187f-4320-bdc6-a7d418dfb881,normal
05c434dd-79ba-4908-ba36-a95a91b4cc2e,normal
2f12d3d8-6e95-46d6-991f-44342ab46034,normal
c8236c0a-05f0-4305-8e46-efdd86334c1d,normal
c15f719e-c6e0-4601-bb06-92d8a6563d4b,normal
f3717e45-4dc2-4da6-83e8-97ed602f2bb1,normal
0eb33eb0-fd6a-4a3f-ac14-5f684252f02b,normal
34891413-8463-4946-8558-3aef91acd4af,normal
c035fd89-d024-4e7c-8a0d-b24642f552f2,normal
c53171d1-0398-46c1-819e-8c467157e72c,normal
6b1f7f83-ab93-4f78-99fe-f4d1341c9631,normal
0c436df3-9544-40e3-a9dc-42cae84200ac,normal
763db839-ff2f-4555-9f07-340ba44009dc,normal
022ae887-3b50-4440-94af-446a1cec3f87,normal
8ef1bf92-7541-4582-9746-ede46509a628,normal
eb89135f-6c2e-4649-b934-241916a48183,normal
afcf8d72-f61a-49c1-9d5a-37deb7304f25,normal
f0a5fbae-4994-44a1-af98-dddba3ea4c5c,normal
44cba693-6fa2-41f3-87fb-e288ea148590,normal
ef3f2677-fbad-49c8-80de-172dc6a49f81,normal
fc80d37d-ac0d-4544-a244-0aa385b63d04,normal
c1fccfc5-26cf-44c2-99eb-018be11eb69c,normal
3f69631c-c7ff-48f6-8b25-7e9acf5d49b4,normal
030ec163-95e7-4504-bcbd-4258d27a5ca8,normal
bf57c5e9-c3ae-4265-9b21-3cf22eb3adb5,normal
da3e5e6d-c0c9-4365-9ffe-7842c723e2d0,normal
1cb80064-a6d7-4696-a477-dea38474daff,normal
25071ee2-b49d-4b03-b7fd-a582565df746,normal
81a55c75-a3bc-4ac6-8893-d643f457bd38,normal
126d6e65-9db4-429e-b7a8-8e2893cc6ddf,normal
da115d0d-91c6-474d-8576-520db162be2d,normal
b3a847ce-0b56-4a3d-b474-46a8b087935c,normal
b8fcadcf-affb-412d-9ae5-2aee5eadad26,normal
1e492f8f-9255-4a61-893e-8e71f3e1549e,normal
2cf0fa54-18b9-4e38-b576-cccf6902ce19,normal
a80686d2-d3bc-45ad-9f33-99fbb6c71822,normal
d9c85c9e-d383-46e2-9a80-9cabe335710d,normal
8f5cc55d-9fa6-4cce-bee6-4ef1288896d5,normal
705f2254-3115-490a-a52c-0a7ac30bc990,normal
c20412d2-331e-4444-ba46-7f09977379ab,normal
5b7cdf8d-efac-4d40-90b5-18e9e0ec7b58,normal
5b91a833-72fc-4ef3-beeb-041455876b66,normal
a2964647-6817-4a54-901d-98b454ba94ad,normal
59f318fa-04b1-4d34-965e-3254f6ba3e3a,normal
95fd925d-fa9a-4bc6-82e1-486e757fa586,normal
f7c9f3b9-37b3-4fac-bfc6-bf3a718d92ac,normal
f810a2cd-af46-468b-b5c9-057204a147d7,normal
c0b5eed9-0081-4d15-95ec-9a68fbb295a6,normal
7fd6516f-7c73-4c92-b860-02a71f032426,normal
fe1c72bc-e38f-4be2-b322-25b2561ccd0c,normal
9b4bd32b-46c2-44e2-ac30-23f6306e9ed4,normal
c01ad326-12d4-488b-b04f-ea370172d205,normal
5d61b5a5-9883-46e8-8fa3-1d9534eb5f00,normal
1ba66661-a044-49ba-97d3-93770eb06743,normal
aa8bdf1a-de46-490b-b1e4-a1e9ae77ec38,normal
6ecc8cba-9f73-4ea3-89df-10558c16431b,normal
7cdcde2c-bf4a-4110-86a0-22c2db71552f,normal
290ab3ad-27f1-4c13-b8f5-f0798613d509,normal
638ff5f4-9639-478b-bd6b-bf6d55fa64d1,normal
8e564983-93d1-457f-9786-d1479b997835,normal
c29ff8d2-9235-4aa2-98ee-31b1c41cef42,normal
e00ac2ad-1187-4c84-9229-1180dfdacdfa,normal
86b6de84-4333-436c-af50-82ef8b6dca51,normal
c9faad33-4d0b-4709-9c20-dc9147b52079,normal
082c30e2-a502-4ae6-9e25-3ff6c3679896,normal
a907eb3a-c181-4912-bf81-88538b9192e6,normal
6858f353-ccc5-4a78-b45d-de58f37c5131,normal
2db570f2-4156-4e89-97c9-9bada577f568,normal
ca3ba4ee-573a-4db9-bae7-5d6d0926d36b,normal
24b5b88d-bdc0-46eb-8414-800986f1c139,normal
ae894498-cafe-49b2-943e-f7e7fa4aa0fe,normal
8c9e97ef-bcaa-4f44-bd9e-b76b9a65a90f,normal
bf3920fc-8fe5-4f42-8078-d559a5180cf1,normal
55867733-bc98-4b11-b3cc-677881bb3561,normal
5531e165-3aa4-47a4-8c63-c3a724a5abd9,normal
32377150-3e75-46e1-95bd-8e0456f83933,normal
429b0a8b-f85f-4e42-8292-21c718371ac7,normal
9a07959f-d516-4ca2-9591-2cad74b2ba62,normal
e0f6cc29-7f5b-4ca6-a7e8-8d421692ef82,normal
3a486517-3bab-4cde-9a6f-cf1be6b3a422,normal
bcec8fe3-8719-4699-b300-08ffc02c9d33,normal
aada5ea4-8a06-493f-8acc-b671f4ca91e5,normal
4096a4dc-dfe7-4eb2-a60a-231091d17fb5,normal
ecb61fd3-99cf-4c20-af26-40bc1a14032f,normal
fe19e389-b754-4c5e-9a55-16b52c8081f0,normal
064c0a70-d717-4a38-9f15-c6efeeb2b03f,normal
37677720-767c-49b0-abd8-21347423be47,normal
447131ac-fe55-4e82-999f-3a4e4236c1a7,normal
20d48ecc-7098-4d0d-a006-8f3fb1144e34,normal
0a7d24c7-7a23-4f28-8b9a-42c9132196bc,normal
f45a31c0-b822-4190-8f1d-d24a5f99bd12,normal
08dce9cc-f842-4201-a248-66448d352887,normal
53c04a27-4775-4fc9-be32-38caee660bbf,normal
3cedf2d8-4ba4-479c-b68f-4174698d2c96,normal
ac1074b9-3e73-4831-8502-45159e42c58b,normal
e840f170-4a88-4451-b6ba-89b801dc931c,normal
97353591-7989-4e1e-a21b-6f116e70dece,normal
32751b20-ac80-4c48-80b4-88b688b9d406,normal
c59f19a6-afbc-45f3-8c1f-7cf8c8f249ac,normal
9e368fbe-9bcc-4228-973b-31eb2a48b4a8,normal
2cddffbd-46bf-453b-b114-77816767f871,normal
d050b7dc-5e79-4908-8da0-e04b5f72110c,normal
860a9189-56a2-4a61-9b53-5506987010df,normal
44d8fd4d-ca45-47c4-8b36-729a2960c346,normal
c7720100-8778-437a-ae9e-dfae964cdd18,normal
2d185bb5-2af5-4fad-926b-565c1f390950,normal
b65ab59f-6c3d-415a-bd2f-e0b39c9a3810,normal
45aacb0f-fcee-45f7-994b-1ba96eab76e8,normal
3a569545-acbe-49f6-b044-3d7349c83918,normal
ef8f7a7c-1090-4b4e-a06c-ac0f37592fd1,normal
d0e27f18-1545-4522-8951-3a5f45965405,normal
f1fd8b43-765a-49c9-96f7-8cbf7c6f7fbc,normal
829097e1-875f-4bb2-984e-3702e72bf051,normal
c46561c9-6ff1-4961-a896-c1a932736341,normal
9f4fecc0-812f-4f4b-8446-efad8d742137,normal
8b3cac34-68ee-413b-8918-ed6e416434f6,normal
41ded17a-6957-4880-90e4-154e95df5c47,normal
c9cfadb7-db2b-407e-9850-3f861fd4a5c9,normal
c1e9303f-598f-4541-ae32-fe5e72e7be24,normal
cbbaac7e-1da5-4868-a21d-54b7c8ed2a9d,normal
ca580e42-0a56-4850-aaa0-74da5e3c8edd,normal
3019f622-c01d-48c8-8bb3-133249ce7f7f,normal
90436476-39d2-4c28-85f8-2459faa89503,normal
f4ad2cc3-9ace-456b-93a2-5db7269199ae,normal
bc59b98e-e3fa-4767-81fa-7a9ba4d8c951,normal
